Kp,Ki,Kd,RiseTime,Overshoot,SettlingTime
20,200,0,0.200295275094954,63.2950934599284,4.78410720955371
20,200,0.5,0.199371357667403,53.8822642133994,4.69910334795732
20,200,1,0.214545639304404,46.8904537118625,4.43043074084251
20,200,1.5,0.225954065465859,41.9132255410083,4.52784639310829
20,200,2,0.234339026242572,38.339668769087,3.6003462440146
20,200,2.5,0.24081218890793,35.8147030403801,4.10846717841211
20,200,3,0.246644444558689,33.6263801991004,4.26679034516742
20,200,3.5,0.252620035832342,31.4132067080807,4.38276087355383
20,200,4,0.259232195070821,29.3973025009039,4.42246472230297
20,200,4.5,0.266617983476634,27.3344549451383,3.87210333544631
20,200,5,0.27468260284771,25.3564204771459,3.98519366404401
30,0,0,0.247079010739151,5.32879274722644,1.67751564895446
30,0,0.5,0.240923911205587,3.58556470498148,1.6367657003712
30,0,1,0.249298333593416,1.92959930627707,1.36137831397462
30,0,1.5,0.254818811499934,0.810185950418019,1.38546408271542
30,0,2,0.258270568629151,0.170090488123642,1.41703837158925
30,0,2.5,0.259684839338698,0.00655947031278359,1.45347062167227
30,0,3,0.259255430682845,0.00810339955372719,1.49263760273979
30,0,3.5,0.256825527806417,0.00824321232248959,1.52762381394496
30,0,4,0.252127711169007,0.0095304329743584,1.55728159632042
30,0,4.5,0.244721676298213,0.0094381031952695,1.58246389498584
30,0,5,0.237081446009932,0.0109114247947906,1.60174369253722
30,20,0,0.378093941538111,0,3.87627443310163
30,20,0.5,0.938230028661479,0,3.88198039088486
30,20,1,0.951810882555993,0,3.88749366667602
30,20,1.5,0.975805124129183,0,3.8933264067396
30,20,2,1.00510645658716,0,3.9027081375857
30,20,2.5,1.03649999290673,0,3.90759948095507
30,20,3,1.06844528127901,0,3.91458151753085
30,20,3.5,1.10010670687919,0,3.91976801305726
30,20,4,1.13112974838942,0,3.92836512569855
30,20,4.5,1.16224529720045,0,3.93537156140982
30,20,5,1.19231213810608,0,3.94366370986082
30,40,0,0.305288592792226,0,2.50956481133124
30,40,0.5,0.330713283285904,0,2.50126609509453
30,40,1,0.373707087966791,0,2.48428280445551
30,40,1.5,0.422076366894036,0,2.46131970452754
30,40,2,0.471748758387707,0,2.43910635289947
30,40,2.5,0.519924584916848,0,2.41778986293297
30,40,3,0.563038473734055,0.0014856624622972,2.40882276660356
30,40,3.5,0.601816469733052,0.00424974307353665,2.40725967150476
30,40,4,0.636964189753662,0.0016022986501163,2.41290845618417
30,40,4.5,0.66935766430573,0.00562642900698851,2.42441784430704
30,40,5,0.698991330017053,0.00554726753456691,2.43941443991513
30,60,0,0.28012976231983,6.55945734088479,1.77538457854758
30,60,0.5,0.279294040256885,4.37332594211655,1.7935729987642
30,60,1,0.304570471048864,2.69941477798121,1.80025031833192
30,60,1.5,0.329240676552144,1.86524938117796,1.48632579648315
30,60,2,0.356026453776405,1.62685644894358,1.54070016198624
30,60,2.5,0.382526163001208,1.62106391270878,1.59366970255283
30,60,3,0.409341012851351,1.67312986275232,1.64210180166847
30,60,3.5,0.435697846750034,1.75143025740319,1.68553202685905
30,60,4,0.459834874946073,1.82986904792279,1.7248568334757
30,60,4.5,0.483716914057206,1.90972892101602,1.76055579872092
30,60,5,0.505542545055002,1.99529842859916,1.79433315438888
30,80,0,0.252171624977851,14.0508653712988,1.89209377559899
30,80,0.5,0.251940230998144,11.2417569724738,1.97203927775856
30,80,1,0.270884860501113,8.96418196209916,2.06016598351766
30,80,1.5,0.288578029807667,7.45210285543336,2.14297494000952
30,80,2,0.305636194312273,6.47692714518755,2.21799584791514
30,80,2.5,0.324755517246498,5.8704196383754,2.28729990526603
30,80,3,0.343102945980994,5.4973495329806,2.35288895097028
30,80,3.5,0.361627094258808,5.23725160243371,2.41358523794921
30,80,4,0.380015907180255,5.0597999671165,2.47159396413405
30,80,4.5,0.397722335340877,4.93179603397587,2.52776608371672
30,80,5,0.415237297469053,4.82873301262463,2.58160616055745
30,100,0,0.233718847191914,20.9829202706048,1.87725342639275
30,100,0.5,0.231826628079806,17.4333865681268,1.94369744696101
30,100,1,0.247084597490008,14.6124378513759,2.01504987587619
30,100,1.5,0.26202730493089,12.5090567418924,2.08311166535247
30,100,2,0.276385867801917,11.02234325128,2.14689788115272
30,100,2.5,0.290331225450265,9.98056529372004,2.20599760317958
30,100,3,0.304025947901247,9.20976603269994,2.2602909052719
30,100,3.5,0.317660676399249,8.63908413926395,2.31292844212464
30,100,4,0.33228915693744,8.19702851089092,2.36293140295581
30,100,4.5,0.34633499467151,7.84479920800789,2.41021120581555
30,100,5,0.359918475161668,7.54474067620921,2.45509612500733
30,120,0,0.223155179347213,27.1876888486271,2.23928786750537
30,120,0.5,0.217544303046004,22.9760612652685,2.27391338526436
30,120,1,0.231272692710889,19.7428824082787,2.28597573803681
30,120,1.5,0.243469503576955,17.1803694679233,2.00306522928817
30,120,2,0.254784102091153,15.2003462065957,2.05692284193108
30,120,2.5,0.265614958760481,13.7656025433224,2.10822023140734
30,120,3,0.277075620607416,12.6445737705949,2.15748776531598
30,120,3.5,0.288665818546533,11.7896979326016,2.20376080890633
30,120,4,0.300085690889875,11.0827291425151,2.24807081780565
30,120,4.5,0.31118576962441,10.5507036374663,2.29195149865853
30,120,5,0.322146533948959,10.1040914792156,2.33334260797345
30,140,0,0.214023688413118,32.6474368202997,2.25401698482654
30,140,0.5,0.205473704433424,28.1525153239267,2.3102052033418
30,140,1,0.217984139107447,24.3928817304121,2.37037904814209
30,140,1.5,0.228889243189107,21.4898280773751,2.43073911436697
30,140,2,0.238839166471473,19.1011193315404,2.49037322591485
30,140,2.5,0.248292671165534,17.2955601344883,2.54908643353412
30,140,3,0.257588053327138,15.8574202745563,2.60763741594574
30,140,3.5,0.266760551110482,14.6814920219486,2.66458010977045
30,140,4,0.275889262041782,13.7560803918118,2.71885368275623
30,140,4.5,0.285455322245243,13.0067523060013,2.77082647321093
30,140,5,0.29509920827553,12.380149991748,2.8190406367516
30,160,0,0.206019221855308,37.3482556156821,2.62016293837799
30,160,0.5,0.195979717077678,32.8457309899912,2.61479174882296
30,160,1,0.20723068358597,28.7850374858545,2.34712687176272
30,160,1.5,0.21681896478805,25.4288852108024,2.40741675862584
30,160,2,0.225325061455502,22.7806878757614,2.4666445897973
30,160,2.5,0.233638356128302,20.5602677607758,2.5245188938866
30,160,3,0.241851801293379,18.8612417621689,2.58172070397137
30,160,3.5,0.249945808781763,17.413944622084,2.63799184005181
30,160,4,0.258029274262378,16.2659507138742,2.69301934546592
30,160,4.5,0.266100476708412,15.264187837927,2.74597983257082
30,160,5,0.274130478486883,14.4756341431625,2.79696227510799
30,180,0,0.198911618256068,41.2679118482519,2.62638286150041
30,180,0.5,0.187928454266228,37.3614480159373,2.67496704050691
30,180,1,0.198508397553485,32.8012926913609,2.71567839827351
30,180,1.5,0.20740641920835,29.1374935534598,2.73724098568865
30,180,2,0.215142139402618,26.1488604217642,2.41942079009909
30,180,2.5,0.222170693438635,23.6983550462188,2.47377744782607
30,180,3,0.228921855064044,21.7247059470359,2.52641927417519
30,180,3.5,0.235549753502288,20.00163994757,2.57847891948647
30,180,4,0.242664481557898,18.6683668347294,2.63060122841152
30,180,4.5,0.249916050285601,17.4437457270404,2.68186634089282
30,180,5,0.257224758139369,16.4758383522684,2.73231604133359
30,200,0,0.192562682795552,44.5993817499625,2.98987969965873
30,200,0.5,0.180772456688423,41.4095510213346,2.98227424993315
30,200,1,0.190751893745928,36.684250911387,2.71357070822519
30,200,1.5,0.199102803786623,32.6136339563304,2.76527440372423
30,200,2,0.206259002579456,29.2601195637793,2.81400799299199
30,200,2.5,0.212633687419598,26.6027286351588,2.86150423989116
30,200,3,0.218668021606751,24.2899243326429,2.90741522345351
30,200,3.5,0.224484692373998,22.5052380515326,2.94427725511251
30,200,4,0.230296793889016,20.9541467724672,2.56456514036354
30,200,4.5,0.23621771901844,19.5803552225337,2.61163628126847
30,200,5,0.242309071013402,18.4481768167089,2.65896466908908
40,0,0,0.201857476324707,9.47379197118627,1.59756527116106
40,0,0.5,0.193519650759759,6.81145759336816,1.58518210777855
40,0,1,0.198709503366594,4.65079463222324,1.56385628691343
40,0,1.5,0.201743540432114,2.97566740141715,1.5241464283975
40,0,2,0.203392080297123,1.69795148468506,1.29982605030278
40,0,2.5,0.204113416108,0.762050855134055,1.31738249685195
40,0,3,0.204311020614734,0.190879973859159,1.33641727442661
40,0,3.5,0.20352182178291,0.00826893124070693,1.3634544848211
40,0,4,0.20202548230013,0.0091769966594768,1.39280065703713
40,0,4.5,0.199693548538086,0.00906636957547224,1.42226518143626
40,0,5,0.196251046352672,0.0111246274807186,1.44871678379477
40,20,0,0.249844820855791,0,3.85050756257187
40,20,0.5,0.2685204805793,0,3.8560894082326
40,20,1,0.295888826776958,0,3.86110151437701
40,20,1.5,0.345072570313958,0,3.86697780104114
40,20,2,0.476109710666818,0,3.87454879661301
40,20,2.5,0.658903621134197,0,3.8796447000782
40,20,3,0.709152680513244,0,3.88487106713633
40,20,3.5,0.747868724021429,0,3.89005712037917
40,20,4,0.782097092347267,0,3.89626397914511
40,20,4.5,0.813520247398227,0,3.90594927750657
40,20,5,0.842717039805949,0,3.91073049906023
40,40,0,0.23886555449126,0.575681033727293,2.88570389964757
40,40,0.5,0.249490098208041,0,2.88521257918294
40,40,1,0.273512623688144,0,2.88397535467146
40,40,1.5,0.29867805205846,0,2.88240571478826
40,40,2,0.332917837862052,0,2.88453982509692
40,40,2.5,0.376210927400962,0,2.88191738163283
40,40,3,0.425265587721046,0,2.88000304011326
40,40,3.5,0.471663744542961,0,2.88015552836241
40,40,4,0.511323875457555,0,2.87923421733862
40,40,4.5,0.546069907082114,0.00176392651018986,2.8787538991318
40,40,5,0.577485597389163,0,2.8775625803856
40,60,0,0.225630147749489,6.24056301467857,2.0241758393098
40,60,0.5,0.227870220777019,3.30098073843297,1.99139788734116
40,60,1,0.243482977710688,0.952826585060396,1.9086647780605
40,60,1.5,0.259554974057836,0.00116933444003209,1.41086862993518
40,60,2,0.280021326783876,0,1.52668251580945
40,60,2.5,0.300880503498853,0.00121434546789256,1.69049810435049
40,60,3,0.323628040099348,0.002542163046515,1.75360557896208
40,60,3.5,0.348910034257867,0.00547922974321047,1.79567425502065
40,60,4,0.374370428536794,0.00619239103722968,1.8313048278521
40,60,4.5,0.398512917014502,0.00566590925425992,1.86303169605058
40,60,5,0.422117263478975,0.0086285713452261,1.89328685197207
40,80,0,0.21281253053339,11.9227352743829,1.66185129754877
40,80,0.5,0.21091192258916,8.5907812466643,1.67189863475317
40,80,1,0.224246688161413,5.96291171113381,1.68878369934218
40,80,1.5,0.237500964065806,3.97676583576774,1.70198592945165
40,80,2,0.250664028433963,2.61782625933673,1.70336042703199
40,80,2.5,0.264184348594109,1.92566111588386,1.39643391127131
40,80,3,0.279295771357723,1.66468384029821,1.43655240837264
40,80,3.5,0.29650284228867,1.59538682884965,1.47778886046467
40,80,4,0.313187122388348,1.59846484280741,1.51725700446815
40,80,4.5,0.33024044475098,1.62844892558656,1.55297928997073
40,80,5,0.347797929082654,1.66062055050118,1.5853181137754
40,100,0,0.20077039854268,17.2715166357394,1.70447954051921
40,100,0.5,0.199131374351846,13.5658257963397,1.74546695359252
40,100,1,0.209911454880112,10.5632721314264,1.80200226758875
40,100,1.5,0.220213090051744,8.33322665118494,1.86860580878615
40,100,2,0.230752836139252,6.64338852299406,1.93605904974947
40,100,2.5,0.241974558736967,5.53351640106772,2.00068507246453
40,100,3,0.253568293621865,4.83970306789203,2.05963024741044
40,100,3.5,0.265426695662008,4.41917003424033,2.11538485236864
40,100,4,0.27743798765788,4.15807343976582,2.16814059580132
40,100,4.5,0.290743364559934,3.98192155699462,2.2181375449197
40,100,5,0.304409017631016,3.8531943960268,2.26563875920867
40,120,0,0.188988194437874,22.1806138800546,1.7126751616944
40,120,0.5,0.189496177131498,18.2098844636381,1.75763352954076
40,120,1,0.199293100960974,14.8573002291051,1.81515809565711
40,120,1.5,0.208501469448371,12.3653640459945,1.87861132113689
40,120,2,0.217081699826781,10.3703681869175,1.94091478628538
40,120,2.5,0.225569000494682,8.89711251776113,1.99858077216412
40,120,3,0.234201981685841,7.88736239617092,2.05046796569275
40,120,3.5,0.243807615354791,7.18305206009446,2.09914499605105
40,120,4,0.25411907768623,6.67164711792401,2.14574129068407
40,120,4.5,0.264497263101089,6.29134201800596,2.18962315735774
40,120,5,0.274906278047262,5.99426493123119,2.23103214003844
40,140,0,0.183508584719191,26.5521335981993,1.99376823364473
40,140,0.5,0.181192092188346,22.5294859264878,1.74188942885217
40,140,1,0.190062712158207,18.9656203105159,1.79190336999704
40,140,1.5,0.198383907215711,16.0179051536741,1.84588239538564
40,140,2,0.205973059103608,13.8522836255947,1.89934712490466
40,140,2.5,0.213379432665007,12.106833493285,1.9507292888053
40,140,3,0.220840810713216,10.755426404412,1.99796850133438
40,140,3.5,0.228401848133275,9.8049306785092,2.04226448700211
40,140,4,0.236120765523038,9.07060403495852,2.08412547337877
40,140,4.5,0.244069239955859,8.50522671030996,2.12382754394056
40,140,5,0.25325418358419,8.05439552223348,2.16243770810811
40,160,0,0.179707590194651,30.2654259049417,2.03412441345415
40,160,0.5,0.174754645440096,26.5314730353198,2.05543500644169
40,160,1,0.182832068691751,22.7783255696718,2.06139139196889
40,160,1.5,0.190113599682623,19.5769830350028,1.80790254615072
40,160,2,0.196514584167161,17.0482157051236,1.85389296526458
40,160,2.5,0.202831066423166,15.0403216352495,1.89856750099523
40,160,3,0.209353456417385,13.5212987671677,1.94224496306332
40,160,3.5,0.216009178688584,12.2489897372546,1.98272085549512
40,160,4,0.222788880014074,11.3546215132229,2.02097195071678
40,160,4.5,0.229690546875135,10.5994116180938,2.05765260439789
40,160,5,0.236747046415698,9.9720442953894,2.09287331719533
40,180,0,0.175844097539381,33.4744865090088,2.27914618342283
40,180,0.5,0.168967385353594,30.2224123898969,2.08013690086395
40,180,1,0.176607829243496,26.3017074387569,2.11788649729594
40,180,1.5,0.183426093214246,22.9475871076634,2.15556809740915
40,180,2,0.189315525348859,20.0729558197278,2.1914756856151
40,180,2.5,0.194840136794175,17.9095586728746,2.2236498185163
40,180,3,0.200184075767527,16.0477969075407,2.24627569410641
40,180,3.5,0.205364544852022,14.6643977913126,1.92882908029034
40,180,4,0.211257461655811,13.4859009562833,1.96447563791125
40,180,4.5,0.217384571701255,12.5948617032933,1.99861309521505
40,180,5,0.223667033442862,11.8123877420459,2.03085922745606
40,200,0,0.172341225106198,36.6502035313872,2.37236463743587
40,200,0.5,0.163729877992337,33.934016686554,2.32301690280149
40,200,1,0.170985834811564,29.5419655745244,2.12141658767955
40,200,1.5,0.177401539585513,26.0535535692861,2.16670118997367
40,200,2,0.182852689898874,23.0538612055844,2.21297095218231
40,200,2.5,0.187903934249358,20.4709768804222,2.25845574384762
40,200,3,0.19273055033003,18.5579023759017,2.30351354307876
40,200,3.5,0.197407906026906,16.8649921250197,2.34626807038906
40,200,4,0.20207852459972,15.5729231501516,2.38901504133722
40,200,4.5,0.206823232270595,14.4889409548332,2.43133221584144
40,200,5,0.212256400148073,13.5637821459239,2.47267342572083
50,0,0,0.172078250858827,12.7086824621929,1.5354859881602
50,0,0.5,0.163609533230331,9.85940383677664,1.52823781548983
50,0,1,0.167021278227921,7.47223816012774,1.52063146702653
50,0,1.5,0.169079351998743,5.46818066033525,1.50627068021998
50,0,2,0.170494622020674,3.8407450778086,1.48224929181377
50,0,2.5,0.171067139135081,2.52134215736584,1.43677121231029
50,0,3,0.171029332475519,1.47888698537491,1.25578255800451
50,0,3.5,0.170454755045514,0.68289123956522,1.26666270209177
50,0,4,0.169239440566902,0.167970956741659,1.28370422322613
50,0,4.5,0.167611105956019,0.00891380653609275,1.30140076069399
50,0,5,0.165545595913514,0.011130264791781,1.32583457177451
50,20,0,0.201551690326941,2.35516780719507,3.75432560661415
50,20,0.5,0.200918712632531,0,3.75950798388255
50,20,1,0.212498754543741,0,3.76498090087599
50,20,1.5,0.224142793290001,0,3.77015320382335
50,20,2,0.240772512490472,0,3.77470445258953
50,20,2.5,0.26033359324254,0,3.78111976845012
50,20,3,0.286856564707039,0,3.78675579482766
50,20,3.5,0.324970052291095,0,3.79201091901683
50,20,4,0.381210132403413,0,3.79740458666033
50,20,4.5,0.435306504986795,0,3.80106115109139
50,20,5,0.478690043029459,0,3.8075655282691
50,40,0,0.200325759344393,3.99850096506134,3.0520041108754
50,40,0.5,0.199283916581361,1.03929347245708,3.05532212372558
50,40,1,0.211161276239486,0,3.05868398042802
50,40,1.5,0.22319261568496,0,3.06216370815208
50,40,2,0.239603108707842,0,3.06528687580791
50,40,2.5,0.258737735768207,0,3.06973640438273
50,40,3,0.282083993175597,0,3.07197328654554
50,40,3.5,0.314760466074463,0,3.075754217913
50,40,4,0.353650149271329,0,3.08177932228981
50,40,4.5,0.393299631189492,0,3.0858839882735
50,40,5,0.429336526427377,0,3.08892772780439
50,60,0,0.192856256508171,7.90012871468975,2.13902704838173
50,60,0.5,0.189167882946744,4.70379716928897,2.18247705327371
50,60,1,0.19972598882953,1.99191153786444,2.19854219823317
50,60,1.5,0.210243417672787,0,2.2043181167351
50,60,2,0.221058601696806,0.000526216024576698,2.20405344462711
50,60,2.5,0.232739777225994,0,2.19992891519371
50,60,3,0.249006339787388,0.000178238648351758,2.19316843960361
50,60,3.5,0.266850852989458,0.00437563099098259,2.18470781119238
50,60,4,0.285975888345008,0.000712721972351282,2.17839356734062
50,60,4.5,0.309890332858085,0.00488671781717631,2.17392568373606
50,60,5,0.332115838622703,0,2.17250203817703
50,80,0,0.184607072453228,12.1040406017834,1.86771861207628
50,80,0.5,0.180388138044951,8.67952417483517,1.83609887695682
50,80,1,0.188912729553832,5.74507484378404,1.51488646329482
50,80,1.5,0.197242006913201,3.44471686479024,1.48579744601454
50,80,2,0.20632008477508,1.51428691086533,1.30016783468393
50,80,2.5,0.216000653686149,0.148294368123625,1.33216765950008
50,80,3,0.226286426038479,0.00298254486859051,1.37867047565874
50,80,3.5,0.237291927737846,0.0045160733634475,1.44654364168106
50,80,4,0.250740745984172,0.00671231999695987,1.51346796701483
50,80,4.5,0.266067077329853,0.0094632502412928,1.56374265189486
50,80,5,0.281231988899108,0.0110228271672286,1.60468250774175
50,100,0,0.176491876195546,16.172110803071,1.80428371225522
50,100,0.5,0.173205988895145,12.5717354488827,1.58260429745515
50,100,1,0.181052522703621,9.4223347853015,1.59495485508003
50,100,1.5,0.188218910368757,6.95784006543081,1.60678875466708
50,100,2,0.195016461980779,4.86961737474245,1.61663479973675
50,100,2.5,0.201952146598817,3.35247874829026,1.62040558956076
50,100,3,0.210260808269234,2.30277683900169,1.60350484640764
50,100,3.5,0.219376077528528,1.76005620225175,1.33961408606956
50,100,4,0.229100423972229,1.54245212190918,1.37286317566639
50,100,4.5,0.239214956423405,1.48278172282146,1.40674070234718
50,100,5,0.250080348980381,1.46243742361505,1.43958036653416
50,120,0,0.168462842066884,19.994418127776,1.79652590966727
50,120,0.5,0.166781793528809,16.3131147409063,1.61561867955107
50,120,1,0.174056702168807,12.9532402615097,1.64586262355734
50,120,1.5,0.18060265600439,10.2925586952774,1.68440765935854
50,120,2,0.186687299666708,8.05561465685827,1.73171106889416
50,120,2.5,0.192822774698386,6.35047270544131,1.78319196966017
50,120,3,0.198984818741615,5.09218716807875,1.83475795129949
50,120,3.5,0.205353623526621,4.2645003270849,1.8842366969322
50,120,4,0.212734515042136,3.75664939471203,1.93082413748396
50,120,4.5,0.22145773923033,3.46589903916981,1.97586193748342
50,120,5,0.23049832258901,3.27740078477707,2.01782043387675
50,140,0,0.164211202032099,23.5181553579119,1.82476354999911
50,140,0.5,0.161005749061382,19.8971354141786,1.62860827225739
50,140,1,0.167791191897309,16.3383673303755,1.66545275915562
50,140,1.5,0.173812465163754,13.4452788165891,1.7130961025495
50,140,2,0.17930014942623,11.0694766450252,1.76783303406322
50,140,2.5,0.184773065106442,9.13422044751633,1.82202365754601
50,140,3,0.190195960883572,7.68247622776084,1.87339635088357
50,140,3.5,0.195749110776368,6.64512175505454,1.92046246824564
50,140,4,0.201521685283964,5.92827551635815,1.96441191756476
50,140,4.5,0.2074724911224,5.43672108830238,2.00510157686419
50,140,5,0.214523852517148,5.08350439768688,2.04326497411431
50,160,0,0.161537358968176,26.7044150665204,1.86044399097278
50,160,0.5,0.156453050244915,23.3253901794558,1.80765111105619
50,160,1,0.162514630805995,19.5771411266837,1.66492309294063
50,160,1.5,0.167708458645053,16.4189885710105,1.70987501390298
50,160,2,0.172689312462146,13.9142199035161,1.76061637329474
50,160,2.5,0.177605586833123,11.8162103651777,1.810753719308
50,160,3,0.182412288127388,10.1819424911566,1.85777495777107
50,160,3.5,0.187291036019484,8.91677729635658,1.90168775925081
50,160,4,0.192375375662226,7.9817571771283,1.94170327108794
50,160,4.5,0.19765573661858,7.33592440425452,1.97966798992256
50,160,5,0.203200659242514,6.83269708822953,2.01538648343162
50,180,0,0.158852584701327,29.6483678336955,1.88695329224198
50,180,0.5,0.152578474098083,26.5999593657059,1.88296940777212
